ref_number,pa_domain_subgroup,line_id,delete,only_stratified_data?,stratified_by,first_author,outcome,overall,outcome_type,sex,sex_subgroups,n_baseline,mean_followup,tot_personyrs,n_months_excluded,total_cases,n_per_category,person_years_per_category,cases_per_category,effect_measure,least_adj_effect,least_adj_lci,least_adj_uci,no_bmi_effect,no_bmi_lci,no_bmi_uci,most_adj_effect,most_adj_lci,most_adj_uci,line_id2,study_section,m_met_h_wk
196,LTPA,4,,No,,"de Souto Barreto, P.",Coronary heart disease,1,Non-fatal,Both,3,47723,4.5,214754,0,2485,34505,155273,1728,HR,0.85,0.75,0.97,,,,0.85,0.75,0.97,4,1,3.94
196,LTPA,5,,No,,"de Souto Barreto, P.",Stroke,1,Non-fatal,Both,3,52694,4.5,237123,0,1074,5308,23886,149,HR,1,,,,,,1,,,1,2,0
196,LTPA,6,,No,,"de Souto Barreto, P.",Stroke,1,Non-fatal,Both,3,52694,4.5,237123,0,1074,2833,12749,63,HR,0.79,0.59,1.05,,,,0.79,0.59,1.05,2,2,1.31
196,LTPA,7,,No,,"de Souto Barreto, P.",Stroke,1,Non-fatal,Both,3,52694,4.5,237123,0,1074,6929,31181,142,HR,0.73,0.59,0.92,,,,0.73,0.59,0.92,3,2,2.63
196,LTPA,8,,No,,"de Souto Barreto, P.",Stroke,1,Non-fatal,Both,3,52694,4.5,237123,0,1074,37624,169308,720,HR,0.68,0.51,0.82,,,,0.68,0.51,0.82,4,2,3.94
196,LTPA,9,,No,,"de Souto Barreto, P.",All-cause cancer,1,Non-fatal,Both,3,51882,4.5,233469,24,742,5555,24998,66,HR,1,,,,,,1,,,1,3,0
196,LTPA,10,,No,,"de Souto Barreto, P.",All-cause cancer,1,Non-fatal,Both,3,51882,4.5,233469,24,742,2822,12699,48,HR,1.42,0.97,2.06,,,,1.42,0.97,2.06,2,3,1.31
196,LTPA,11,,No,,"de Souto Barreto, P.",All-cause cancer,1,Non-fatal,Both,3,51882,4.5,233469,24,742,6788,30546,108,HR,1.34,0.98,1.83,,,,1.34,0.98,1.83,3,3,2.63
196,LTPA,12,,No,,"de Souto Barreto, P.",All-cause cancer,1,Non-fatal,Both,3,51882,4.5,233469,24,742,36717,165227,520,HR,1.19,0.91,1.55,,,,1.19,0.91,1.55,4,3,3.94
196,LTPA,13,,No,,"de Souto Barreto, P.",Breast cancer,1,Non-fatal,Women,2,30222,4.5,135999,24,201,3692,16614,22,HR,1,,,,,,1,,,1,4,0
196,LTPA,14,,No,,"de Souto Barreto, P.",Breast cancer,1,Non-fatal,Women,2,30222,4.5,135999,24,201,1601,7205,7,HR,0.69,0.3,1.61,,,,0.69,0.3,1.61,2,4,1.31
196,LTPA,15,,No,,"de Souto Barreto, P.",Breast cancer,1,Non-fatal,Women,2,30222,4.5,135999,24,201,3910,17595,24,HR,1.04,0.59,1.83,,,,1.04,0.59,1.83,3,4,2.63
196,LTPA,16,,No,,"de Souto Barreto, P.",Breast cancer,1,Non-fatal,Women,2,30222,4.5,135999,24,201,21019,94586,148,HR,1.18,0.75,1.84,,,,1.18,0.75,1.84,4,4,3.94
331,LTPA,1,,No,,Zhao G.,All-cause mortality,1,Fatal,Both,3,10535,4.8,50568,12,665,4604,22099,436,HR,1,,,1,,,1,,,1,1,0
331,LTPA,2,,No,,Zhao G.,All-cause mortality,1,Fatal,Both,3,10535,4.8,50568,12,665,2254,10819,99,HR,0.59,0.45,0.77,0.59,0.45,0.77,0.75,0.54,1.05,2,1,4.38
331,LTPA,3,,No,,Zhao G.,All-cause mortality,1,Fatal,Both,3,10535,4.8,50568,12,665,3677,17650,130,HR,0.47,0.38,0.6,0.47,0.38,0.6,0.7,0.56,0.88,3,1,13.13
331,LTPA,6,,No,,Zhao G.,All-cause CVD ,1,Fatal,Both,3,10535,4.8,50568,12,233,4604,22099,163,HR,1,,,1,,,1,,,1,2,0
331,LTPA,7,,No,,Zhao G.,All-cause CVD ,1,Fatal,Both,3,10535,4.8,50568,12,233,2254,10819,27,HR,0.45,0.28,0.72,0.45,0.28,0.72,0.53,0.3,0.94,2,2,4.38
331,LTPA,8,,No,,Zhao G.,All-cause CVD ,1,Fatal,Both,3,10535,4.8,50568,12,233,3677,17650,43,HR,0.45,0.28,0.73,0.45,0.28,0.73,0.85,0.5,1.43,3,2,13.13
4,LTPA,7,,,Sex_combined,Lee et al.,All-cause mortality,1,Fatal,Both,3,42373,15,600266,12,1722,16540,263821,908,HR,1,,,1,,,1,,,,,0
4,LTPA,8,,,Sex_combined,Lee et al.,All-cause mortality,1,Fatal,Both,3,42373,15,600266,12,1722,7488,110055,325,HR,0.84,0.74,0.96,0.84,0.74,0.96,0.99,0.87,1.13,,,2.61
4,LTPA,9,,,Sex_combined,Lee et al.,All-cause mortality,1,Fatal,Both,3,42373,15,600266,12,1722,18345,226390,489,HR,0.73,0.66,0.82,0.73,0.66,0.82,1.04,0.91,1.18,,,21.74
9,LTPA,1,,,Smoking status_combined,Patel,Lung cancer,1,Both,Both,3,162679,18,2384548,0,4669,,236235,726,HR,1,,,1,,,1,,,,,0
9,LTPA,2,,,Smoking status_combined,Patel,Lung cancer,1,Both,Both,3,162679,18,2384548,0,4669,,995009,1941,HR,0.86,0.79,0.94,0.86,0.79,0.94,0.93,0.85,1.01,,,3.06
9,LTPA,3,,,Smoking status_combined,Patel,Lung cancer,1,Both,Both,3,162679,18,2384548,0,4669,,482901,810,HR,0.73,0.66,0.81,0.73,0.66,0.81,0.82,0.74,0.91,,,9.95
9,LTPA,4,,,Smoking status_combined,Patel,Lung cancer,1,Both,Both,3,162679,18,2384548,0,4669,,670402,1192,HR,0.75,0.68,0.82,0.75,0.68,0.82,0.83,0.76,0.92,,,22.77
14,LTPA,1,,,Ethnicity_combined,Bell et al.,All-cause CVD,1,Both,Both,3,13725,17,233325,0,3031,3647,61999,1085,HR,1,,,1,,,1,,,,,0
14,LTPA,2,,,Ethnicity_combined,Bell et al.,All-cause CVD,1,Both,Both,3,13725,17,233325,0,3031,5022,85374,1025,HR,0.7,0.64,0.77,0.7,0.64,0.77,0.7,0.64,0.77,,,4.38
14,LTPA,3,,,Ethnicity_combined,Bell et al.,All-cause CVD,1,Both,Both,3,13725,17,233325,0,3031,5056,85952,921,HR,0.65,0.58,0.71,0.65,0.58,0.71,0.65,0.58,0.71,,,13.16
14,LTPA,4,,,Ethnicity_combined,Bell et al.,Heart failure,1,Both,Both,3,13725,17,233325,0,1748,3647,61999,653,HR,1,,,1,,,1,,,,,0
14,LTPA,5,,,Ethnicity_combined,Bell et al.,Heart failure,1,Both,Both,3,13725,17,233325,0,1748,5022,85374,592,HR,0.7,0.62,0.79,0.7,0.62,0.79,0.7,0.62,0.79,,,4.38
14,LTPA,6,,,Ethnicity_combined,Bell et al.,Heart failure,1,Both,Both,3,13725,17,233325,0,1748,5056,85952,503,HR,0.62,0.54,0.71,0.62,0.54,0.71,0.62,0.54,0.71,,,13.16
14,LTPA,7,,,Ethnicity_combined,Bell et al.,Coronary heart disease,1,Both,Both,3,13725,17,233325,0,1436,3647,61999,519,HR,1,,,1,,,1,,,,,0
14,LTPA,8,,,Ethnicity_combined,Bell et al.,Coronary heart disease,1,Both,Both,3,13725,17,233325,0,1436,5022,85374,471,HR,0.7,0.61,0.8,0.7,0.61,0.8,0.7,0.61,0.8,,,4.38
14,LTPA,9,,,Ethnicity_combined,Bell et al.,Coronary heart disease,1,Both,Both,3,13725,17,233325,0,1436,5056,85952,446,HR,0.67,0.59,0.77,0.67,0.59,0.77,0.67,0.59,0.77,,,13.16
22,LTPA,9,,,Sex_combined,"Villeneuve, P",All-cause mortality,1,Fatal,Both,3,14442,7,150277,0,623,6203,48714,258,RR,1,,,1,,,1,,,,,1.75
22,LTPA,10,,,Sex_combined,"Villeneuve, P",All-cause mortality,1,Fatal,Both,3,14442,7,150277,0,623,3675,28974,109,RR,0.87,0.7,1.09,0.87,0.7,1.09,0.87,0.7,1.09,,,7
22,LTPA,11,,,Sex_combined,"Villeneuve, P",All-cause mortality,1,Fatal,Both,3,14442,7,150277,0,623,2334,18406,73,RR,0.85,0.66,1.11,0.85,0.66,1.11,0.85,0.66,1.11,,,15.75
22,LTPA,12,,,Sex_combined,"Villeneuve, P",All-cause mortality,1,Fatal,Both,3,14442,7,150277,0,623,2230,17605,66,RR,0.8,0.61,1.05,0.8,0.61,1.05,0.8,0.61,1.05,,,26.25
30,LTPA,7,,,Sex_combined,Saevereid,Heart failure,1,Both,Both,3,18353,Varied - 7-35 years,353502,24,1542,3327,64082,364,HR,1,,,1,,,1,,,,,1.5
30,LTPA,8,,,Sex_combined,Saevereid,Heart failure,1,Both,Both,3,18353,Varied - 7-35 years,353502,24,1542,9449,181960,719,HR,0.6,0.53,0.68,0.76,0.67,0.88,0.81,0.71,0.93,,,10.5
30,LTPA,9,,,Sex_combined,Saevereid,Heart failure,1,Both,Both,3,18353,Varied - 7-35 years,353502,24,1542,5577,107459,459,HR,0.58,0.51,0.66,0.8,0.69,0.93,0.87,0.75,1.01,,,17.5
33,LTPA,25,,,Sex_combined,Schnohr et al.,Lung cancer,1,Both,Both,3,28259,14,418380,24,773,,93885,189,HR,1,,,1,,,1,,,,,1.5
33,LTPA,26,,,Sex_combined,Schnohr et al.,Lung cancer,1,Both,Both,3,28259,14,418380,24,773,,230190,396,HR,0.84,0.7,1,0.91,0.76,1.1,0.91,0.76,1.1,,,10.5
33,LTPA,27,,,Sex_combined,Schnohr et al.,Lung cancer,1,Both,Both,3,28259,14,418380,24,773,,94305,189,HR,0.91,0.76,1.1,0.96,0.77,1.18,0.96,0.77,1.18,,,17.5
33,LTPA,28,,,Sex_combined,Schnohr et al.,Colon cancer,1,Both,Both,3,28259,14,418380,24,395,,93885,83,HR,1,,,1,,,1,,,,,1.5
33,LTPA,29,,,Sex_combined,Schnohr et al.,Colon cancer,1,Both,Both,3,28259,14,418380,24,395,,230190,225,HR,1.11,0.86,1.44,1.11,0.86,1.44,1.05,0.8,1.37,,,10.5
33,LTPA,30,,,Sex_combined,Schnohr et al.,Colon cancer,1,Both,Both,3,28259,14,418380,24,395,,94305,87,HR,1.05,0.8,1.37,1.05,0.8,1.37,0.8,0.58,1.1,,,17.5
52,LTPA,9,,,Sex_combined,Myint P,Stroke,1,Both,Both,3,22602,8.5,192118,0,361,6243,53066,166,HR,1,,,1,,,1,,,,,0
52,LTPA,10,,,Sex_combined,Myint P,Stroke,1,Both,Both,3,22602,8.5,192118,0,361,6659,56602,98,HR,0.75,0.58,0.97,0.76,0.59,0.97,0.78,0.61,1.01,,,13.27
52,LTPA,11,,,Sex_combined,Myint P,Stroke,1,Both,Both,3,22602,8.5,192118,0,361,5276,44846,55,HR,0.63,0.46,0.86,0.64,0.47,0.88,0.68,0.5,0.92,,,21.95
52,LTPA,12,,,Sex_combined,Myint P,Stroke,1,Both,Both,3,22602,8.5,192118,0,361,4424,37605,42,HR,0.63,0.44,0.89,0.64,0.46,0.91,0.69,0.48,0.97,,,33.74
55,LTPA,7,,,Sex_combined,Hu G,Heart failure,1,Both,Both,3,59178,18.4,1090829,0,3614,5169,79972,586,HR,1,,,1,,,1,,,,,0
55,LTPA,8,,,Sex_combined,Hu G,Heart failure,1,Both,Both,3,59178,18.4,1090829,0,3614,17971,296303,1198,HR,0.72,0.65,0.79,0.72,0.65,0.79,0.83,0.75,0.92,,,10.79
55,LTPA,9,,,Sex_combined,Hu G,Heart failure,1,Both,Both,3,59178,18.4,1090829,0,3614,36038,714554,1830,HR,0.53,0.48,0.58,0.53,0.48,0.58,0.68,0.62,0.76,,,27.56
72,LTPA,9,,,Sex_combined,"Setiawan, V.",Kidney cancer,1,Both,Both,3,161126,8.3,1337345,0,347,,320376,100,HR,1,,,1,,,1,,,,,0
72,LTPA,10,,,Sex_combined,"Setiawan, V.",Kidney cancer,1,Both,Both,3,161126,8.3,1337345,0,347,,331101,95,HR,0.92,0.69,1.22,0.92,0.69,1.22,0.98,0.74,1.3,,,24.38
72,LTPA,11,,,Sex_combined,"Setiawan, V.",Kidney cancer,1,Both,Both,3,161126,8.3,1337345,0,347,,344630,68,HR,0.64,0.47,0.88,0.64,0.47,0.88,0.71,0.52,0.96,,,46.93
72,LTPA,12,,,Sex_combined,"Setiawan, V.",Kidney cancer,1,Both,Both,3,161126,8.3,1337345,0,347,,341238,84,HR,0.81,0.6,1.08,0.81,0.6,1.08,0.77,0.63,0.96,,,68.83
91,LTPA,67,,,Sex_combined,Suzuki,All-cause mortality,1,Fatal,Both,3,,,1103895,0,12760,,128676,1922,HR,1,,,1,,,1,,,,,1.75
91,LTPA,68,,,Sex_combined,Suzuki,All-cause mortality,1,Fatal,Both,3,,,1103895,0,12760,,164754,1849,HR,0.9,0.87,0.94,0.9,0.87,0.94,0.9,0.87,0.94,,,5.25
91,LTPA,69,,,Sex_combined,Suzuki,All-cause mortality,1,Fatal,Both,3,,,1103895,0,12760,,801465,8989,HR,0.79,0.75,0.84,0.79,0.75,0.84,0.79,0.75,0.84,,,12.25
91,LTPA,70,,,Sex_combined,Suzuki,All-cause cancer,1,Fatal,Both,3,,,1103895,0,4653,,128676,729,HR,1,,,1,,,1,,,,,1.75
91,LTPA,71,,,Sex_combined,Suzuki,All-cause cancer,1,Fatal,Both,3,,,1103895,0,4653,,164754,690,HR,0.95,0.88,1.03,0.95,0.88,1.03,0.95,0.88,1.03,,,5.25
91,LTPA,72,,,Sex_combined,Suzuki,All-cause cancer,1,Fatal,Both,3,,,1103895,0,4653,,801465,3234,HR,0.91,0.84,0.99,0.91,0.84,0.99,0.91,0.84,0.99,,,12.25
91,LTPA,73,,,Sex_combined,Suzuki,Esophageal cancer,1,Fatal,Both,3,,,1103895,0,147,,128676,21,HR,1,,,1,,,1,,,,,1.75
91,LTPA,74,,,Sex_combined,Suzuki,Esophageal cancer,1,Fatal,Both,3,,,1103895,0,147,,164754,26,HR,1.15,0.77,1.73,1.15,0.77,1.73,1.15,0.77,1.73,,,5.25
91,LTPA,75,,,Sex_combined,Suzuki,Esophageal cancer,1,Fatal,Both,3,,,1103895,0,147,,801465,100,HR,0.81,0.5,1.32,0.81,0.5,1.32,0.81,0.5,1.32,,,12.25
91,LTPA,76,,,Sex_combined,Suzuki,Colon cancer,1,Fatal,Both,3,,,1103895,0,346,,128676,61,HR,1,,,1,,,1,,,,,1.75
91,LTPA,77,,,Sex_combined,Suzuki,Colon cancer,1,Fatal,Both,3,,,1103895,0,346,,164754,60,HR,1.25,0.99,1.58,1.25,0.99,1.58,1.25,0.99,1.58,,,5.25
91,LTPA,78,,,Sex_combined,Suzuki,Colon cancer,1,Fatal,Both,3,,,1103895,0,346,,801465,225,HR,1.2,0.9,1.61,1.2,0.9,1.61,1.2,0.9,1.61,,,12.25
91,LTPA,79,,,Sex_combined,Suzuki,Rectum cancer,1,Fatal,Both,3,,,1103895,0,192,,128676,23,HR,1,,,1,,,1,,,,,1.75
91,LTPA,80,,,Sex_combined,Suzuki,Rectum cancer,1,Fatal,Both,3,,,1103895,0,192,,164754,32,HR,1.06,0.74,1.52,1.06,0.74,1.52,1.06,0.74,1.52,,,5.25
91,LTPA,81,,,Sex_combined,Suzuki,Rectum cancer,1,Fatal,Both,3,,,1103895,0,192,,801465,137,HR,0.73,0.47,1.14,0.73,0.47,1.14,0.73,0.47,1.14,,,12.25
91,LTPA,82,,,Sex_combined,Suzuki,Liver cancer,1,Fatal,Both,3,,,1103895,0,465,,128676,61,HR,1,,,1,,,1,,,,,1.75
91,LTPA,83,,,Sex_combined,Suzuki,Liver cancer,1,Fatal,Both,3,,,1103895,0,465,,164754,74,HR,1.02,0.81,1.3,1.02,0.81,1.3,1.02,0.81,1.3,,,5.25
91,LTPA,84,,,Sex_combined,Suzuki,Liver cancer,1,Fatal,Both,3,,,1103895,0,465,,801465,330,HR,0.81,0.61,1.06,0.81,0.61,1.06,0.81,0.61,1.06,,,12.25
91,LTPA,85,,,Sex_combined,Suzuki,Lung cancer,1,Fatal,Both,3,,,1103895,0,900,,128676,167,HR,1,,,1,,,1,,,,,1.75
91,LTPA,86,,,Sex_combined,Suzuki,Lung cancer,1,Fatal,Both,3,,,1103895,0,900,,164754,119,HR,0.84,0.7,1.01,0.84,0.7,1.01,0.84,0.7,1.01,,,5.25
91,LTPA,87,,,Sex_combined,Suzuki,Lung cancer,1,Fatal,Both,3,,,1103895,0,900,,801465,614,HR,0.99,0.83,1.18,0.99,0.83,1.18,0.99,0.83,1.18,,,12.25
91,LTPA,88,,,Sex_combined,Suzuki,Kidney cancer,1,Fatal,Both,3,,,1103895,0,51,,128676,8,HR,1,,,1,,,1,,,,,1.75
91,LTPA,89,,,Sex_combined,Suzuki,Kidney cancer,1,Fatal,Both,3,,,1103895,0,51,,164754,6,HR,0.72,0.31,1.63,0.72,0.31,1.63,0.72,0.31,1.63,,,5.25
91,LTPA,90,,,Sex_combined,Suzuki,Kidney cancer,1,Fatal,Both,3,,,1103895,0,51,,801465,37,HR,0.81,0.37,1.78,0.81,0.37,1.78,0.81,0.37,1.78,,,12.25
91,LTPA,91,,,Sex_combined,Suzuki,Myeloma,1,Fatal,Both,3,,,1103895,0,65,,128676,7,HR,1,,,1,,,1,,,,,1.75
91,LTPA,92,,,Sex_combined,Suzuki,Myeloma,1,Fatal,Both,3,,,1103895,0,65,,164754,12,HR,1.24,0.66,2.3,1.24,0.66,2.3,1.24,0.66,2.3,,,5.25
91,LTPA,93,,,Sex_combined,Suzuki,Myeloma,1,Fatal,Both,3,,,1103895,0,65,,801465,46,HR,0.74,0.33,1.64,0.74,0.33,1.64,0.74,0.33,1.64,,,12.25
91,LTPA,94,,,Sex_combined,Suzuki,Myeloid leukemia,1,Fatal,Both,3,,,1103895,0,62,,128676,11,HR,1,,,1,,,1,,,,,1.75
91,LTPA,95,,,Sex_combined,Suzuki,Myeloid leukemia,1,Fatal,Both,3,,,1103895,0,62,,164754,9,HR,0.9,0.45,1.8,0.9,0.45,1.8,0.9,0.45,1.8,,,5.25
91,LTPA,96,,,Sex_combined,Suzuki,Myeloid leukemia,1,Fatal,Both,3,,,1103895,0,62,,801465,42,HR,1.2,0.61,2.39,1.2,0.61,2.39,1.2,0.61,2.39,,,12.25
95,LTPA,31,,,Sex_combined,Inoue M. ,All-cause mortality,1,Fatal,Both,3,83034,8.7,725072,36,4564,64765,570722,3768,HR,1,,,,,,1,,,,,1.31
95,LTPA,32,,,Sex_combined,Inoue M. ,All-cause mortality,1,Fatal,Both,3,83034,8.7,725072,36,4564,9110,77780,327,HR,0.73,0.65,0.82,,,,0.73,0.65,0.82,,,3.94
95,LTPA,33,,,Sex_combined,Inoue M. ,All-cause mortality,1,Fatal,Both,3,83034,8.7,725072,36,4564,9159,76569,469,HR,0.81,0.73,0.89,,,,0.81,0.73,0.89,,,9.19
95,LTPA,34,,,Sex_combined,Inoue M. ,All-cause cancer,1,Fatal,Both,3,83034,8.7,725072,36,1534,27368,233819,562,HR,1,,,1,,,1,,,,,0
95,LTPA,35,,,Sex_combined,Inoue M. ,All-cause cancer,1,Fatal,Both,3,83034,8.7,725072,36,1534,19438,171130,345,HR,0.89,0.79,1,0.89,0.79,1,0.89,0.78,1.02,,,36.98
95,LTPA,36,,,Sex_combined,Inoue M. ,All-cause cancer,1,Fatal,Both,3,83034,8.7,725072,36,1534,18019,158572,336,HR,0.85,0.76,0.96,0.85,0.76,0.96,0.89,0.78,1.02,,,51.62
95,LTPA,37,,,Sex_combined,Inoue M. ,All-cause cancer,1,Fatal,Both,3,83034,8.7,725072,36,1534,18209,161551,291,HR,0.73,0.64,0.82,0.73,0.64,0.82,0.76,0.65,0.89,,,102.97
95,LTPA,38,,,Sex_combined,Inoue M. ,Coronary heart disease,1,Fatal,Both,3,83034,8.7,725072,36,377,27368,233819,157,HR,1,,,1,,,1,,,,,0
95,LTPA,39,,,Sex_combined,Inoue M. ,Coronary heart disease,1,Fatal,Both,3,83034,8.7,725072,36,377,19438,171130,86,HR,0.72,0.57,0.9,0.72,0.57,0.9,0.91,0.69,1.19,,,36.98
95,LTPA,40,,,Sex_combined,Inoue M. ,Coronary heart disease,1,Fatal,Both,3,83034,8.7,725072,36,377,18019,158572,61,HR,0.58,0.45,0.74,0.58,0.45,0.74,0.64,0.47,0.87,,,51.62
95,LTPA,41,,,Sex_combined,Inoue M. ,Coronary heart disease,1,Fatal,Both,3,83034,8.7,725072,36,377,18209,161551,73,HR,0.6,0.48,0.76,0.6,0.48,0.76,0.73,0.55,0.99,,,102.97
95,LTPA,42,,,Sex_combined,Inoue M. ,Stroke,1,Fatal,Both,3,83034,8.7,725072,36,342,27368,233819,129,HR,1,,,1,,,1,,,,,0
95,LTPA,43,,,Sex_combined,Inoue M. ,Stroke,1,Fatal,Both,3,83034,8.7,725072,36,342,19438,171130,78,HR,0.79,0.62,1.02,0.79,0.62,1.02,0.89,0.67,1.19,,,36.98
95,LTPA,44,,,Sex_combined,Inoue M. ,Stroke,1,Fatal,Both,3,83034,8.7,725072,36,342,18019,158572,70,HR,0.84,0.65,1.08,0.84,0.65,1.08,0.87,0.64,1.17,,,51.62
95,LTPA,45,,,Sex_combined,Inoue M. ,Stroke,1,Fatal,Both,3,83034,8.7,725072,36,342,18209,161551,65,HR,0.75,0.58,0.97,0.75,0.58,0.97,0.83,0.6,1.14,,,102.97
100,LTPA,9,,,Sex_combined,Hayasaka S.,All-cause mortality,1,Fatal,Both,3,11634,12,126817,0,834,,30735,270,HR,1,,,1,,,1,,,,,0
100,LTPA,10,,,Sex_combined,Hayasaka S.,All-cause mortality,1,Fatal,Both,3,11634,12,126817,0,834,,31417,206,HR,0.7,0.58,0.84,0.7,0.58,0.84,0.72,0.6,0.87,,,25.73
100,LTPA,11,,,Sex_combined,Hayasaka S.,All-cause mortality,1,Fatal,Both,3,11634,12,126817,0,834,,32106,182,HR,0.71,0.58,0.86,0.71,0.58,0.86,0.7,0.58,0.86,,,54.39
100,LTPA,12,,,Sex_combined,Hayasaka S.,All-cause mortality,1,Fatal,Both,3,11634,12,126817,0,834,,32559,176,HR,0.78,0.64,0.95,0.78,0.64,0.95,0.79,0.62,0.99,,,79.12
103,LTPA,1,,,Sex,Paganini-Hill A.,All-cause CVD ,0,Fatal,Women,2,8444,13.5,113994,0,4575,1812,24462,1182,HR,1,,,1,,,1,,,,,0
103,LTPA,2,,,Sex,Paganini-Hill A.,All-cause CVD ,0,Fatal,Women,2,8444,13.5,113994,0,4575,2564,34614,1439,HR,0.86,0.79,0.93,0.86,0.79,0.93,0.87,0.8,0.94,,,6.13
103,LTPA,3,,,Sex,Paganini-Hill A.,All-cause CVD ,0,Fatal,Women,2,8444,13.5,113994,0,4575,2867,38705,1422,HR,0.76,0.7,0.82,0.76,0.7,0.82,0.77,0.7,0.83,,,21.44
103,LTPA,4,,,Sex,Paganini-Hill A.,All-cause CVD ,0,Fatal,Women,2,8444,13.5,113994,0,4575,1201,16214,533,HR,0.68,0.62,0.73,0.68,0.62,0.73,0.75,0.67,0.83,,,52.06
103,LTPA,5,,,Sex,Paganini-Hill A.,All-cause CVD ,0,Fatal,Men,1,4952,13.5,66852,0,2656,882,11907,578,HR,1,,,1,,,1,,,,,0
103,LTPA,6,,,Sex,Paganini-Hill A.,All-cause CVD ,0,Fatal,Men,1,4952,13.5,66852,0,2656,1557,21020,847,HR,0.83,0.74,0.93,0.83,0.74,0.93,0.83,0.73,0.93,,,6.13
103,LTPA,7,,,Sex,Paganini-Hill A.,All-cause CVD ,0,Fatal,Men,1,4952,13.5,66852,0,2656,1625,21938,830,HR,0.78,0.7,0.87,0.78,0.7,0.87,0.79,0.7,0.88,,,21.44
103,LTPA,8,,,Sex,Paganini-Hill A.,All-cause CVD ,0,Fatal,Men,1,4952,13.5,66852,0,2656,888,11988,401,HR,0.69,0.61,0.79,0.69,0.61,0.79,0.74,0.64,0.85,,,52.06
103,LTPA,9,,,Sex_combined,Paganini-Hill A.,All-cause CVD ,1,Fatal,Both,3,13396,13.5,180846,0,7231,2694,36369,1760,HR,1,,,1,,,1,,,,,0
103,LTPA,10,,,Sex_combined,Paganini-Hill A.,All-cause CVD ,1,Fatal,Both,3,13396,13.5,180846,0,7231,4121,55634,2286,HR,0.85,0.79,0.9,0.85,0.79,0.9,0.85,0.8,0.91,,,6.13
103,LTPA,11,,,Sex_combined,Paganini-Hill A.,All-cause CVD ,1,Fatal,Both,3,13396,13.5,180846,0,7231,4492,60642,2252,HR,0.77,0.72,0.82,0.77,0.72,0.82,0.77,0.72,0.83,,,21.44
103,LTPA,12,,,Sex_combined,Paganini-Hill A.,All-cause CVD ,1,Fatal,Both,3,13396,13.5,180846,0,7231,2089,28202,934,HR,0.68,0.63,0.73,0.68,0.63,0.73,0.74,0.68,0.81,,,52.06
104,LTPA,7,,,Sex_combined,Paganini-Hill A,Stroke,1,Both,Both,3,13167,,148876,0,1984,4078,40952,626,RR,1,,,1,,,1,,,,,6.13
104,LTPA,8,,,Sex_combined,Paganini-Hill A,Stroke,1,Both,Both,3,13167,,148876,0,1984,3683,42057,560,RR,0.88,0.76,1.01,0.88,0.76,1.01,0.88,0.76,1.01,,,18.38
104,LTPA,9,,,Sex_combined,Paganini-Hill A,Stroke,1,Both,Both,3,13167,,148876,0,1984,5406,86790,785,RR,0.83,0.73,0.95,0.83,0.73,0.95,0.83,0.73,0.95,,,36.75
117,LTPA,7,,,Sex_combined,BelloccoR.,All-cause mortality,1,Fatal,Both,3,40729,9.7,384430,0,1943,13578,127383,854,HR,1,,,1,,,1,,,,,0
117,LTPA,8,,,Sex_combined,BelloccoR.,All-cause mortality,1,Fatal,Both,3,40729,9.7,384430,0,1943,13579,128835,550,HR,0.83,0.75,0.93,0.83,0.75,0.93,0.82,0.72,0.93,,,60.03
117,LTPA,9,,,Sex_combined,BelloccoR.,All-cause mortality,1,Fatal,Both,3,40729,9.7,384430,0,1943,13572,128212,539,HR,0.86,0.77,0.96,0.86,0.77,0.96,0.83,0.73,0.95,,,130.03
123,LTPA,7,,,Sex_combined,Albanes,All-cause cancer,1,Both,Both,3,12546,10,125450,0,859,5567,55669,381,HR,1,,,1,,,1,,,,,0
123,LTPA,8,,,Sex_combined,Albanes,All-cause cancer,1,Both,Both,3,12546,10,125450,0,859,4760,47600,326,HR,0.96,0.83,1.1,0.96,0.83,1.1,0.96,0.83,1.1,,,3.75
123,LTPA,9,,,Sex_combined,Albanes,All-cause cancer,1,Both,Both,3,12546,10,125450,0,859,2218,22181,151,HR,0.89,0.74,1.08,0.89,0.74,1.08,0.89,0.74,1.08,,,9.38
124,LTPA,1,,,Age_combined,Arrieta A.,All-cause mortality,1,Fatal,Both,3,10474,19,199006,0,3592,4430,91908,1874,HR,1,,,,,,1,,,,,0
124,LTPA,2,,,Age_combined,Arrieta A.,All-cause mortality,1,Fatal,Both,3,10474,19,199006,0,3592,3596,74574,1220,HR,0.83,0.75,0.92,,,,0.83,0.75,0.92,,,3.75
124,LTPA,3,,,Age_combined,Arrieta A.,All-cause mortality,1,Fatal,Both,3,10474,19,199006,0,3592,1585,32524,499,HR,0.82,0.72,0.94,,,,0.82,0.72,0.94,,,9.38
137,LTPA,1,,,Ethnicity_combined,Moore S.,Prostate cancer,1,Both,Men,1,163677,7,1145739,0,9995,34088,225291,1852,HR,1,,,1,,,1,,,,,2.56
137,LTPA,2,,,Ethnicity_combined,Moore S.,Prostate cancer,1,Both,Men,1,163677,7,1145739,0,9995,34088,282839,2429,HR,1.05,0.99,1.12,1.05,0.99,1.12,1.02,0.96,1.09,,,14.69
137,LTPA,3,,,Ethnicity_combined,Moore S.,Prostate cancer,1,Both,Men,1,163677,7,1145739,0,9995,34088,170314,1573,HR,1.14,1.06,1.22,1.14,1.06,1.22,1.07,1,1.14,,,27.29
